0,0,0,0,0,0,0
1,1,1,1,1,58749,0
2,1,1,1,1,11137,0
3,1,1,2,1,58747,0
4,1,1,1,1,8763,0
5,1,1,3,1,2155,0
6,1,1,3,1,2002,0
7,1,1,3,1,49849,0
8,1,1,3,1,49695,0
9,1,1,1,2,915,0
10,1,1,1,2,1776,0
11,1,1,1,2,48600,0
12,1,1,1,2,49468,0
13,1,1,1,2,471,0
14,1,1,1,2,1332,0
15,1,1,1,2,48150,0
16,1,1,1,2,49018,0
17,1,1,1,2,6361,0
18,1,1,1,2,44802,0
19,1,1,1,2,11124,0
20,1,1,1,2,45803,0
21,1,1,1,2,8750,0
22,1,1,3,2,44478,0
23,1,1,3,2,10800,0
24,1,1,3,2,45479,0
25,1,1,3,2,8426,0
26,1,1,1,2,44155,0
27,1,1,1,2,10477,0
28,1,1,1,2,45156,0
29,1,1,1,2,8103,0
30,1,1,1,2,25451,0
31,1,1,1,2,9916,0
32,1,1,2,2,25115,0
33,1,1,2,2,9580,0
34,1,1,1,2,24790,0
35,1,1,1,2,9255,0
36,1,1,1,2,17997,0
37,1,1,1,2,7542,0
38,1,1,3,2,17661,0
39,1,1,3,2,7206,0
40,1,1,1,2,17336,0
41,1,1,1,2,6881,0
42,1,1,1,3,55977,0
43,1,1,1,3,55811,0
44,1,1,3,3,52593,0
45,1,1,3,3,54459,0
46,1,1,1,3,52268,0
47,1,1,1,3,54134,0
48,1,1,1,3,33103,0
49,1,1,1,3,32937,0
50,1,1,3,3,28347,0
51,1,1,3,3,30894,0
52,1,1,1,3,28022,0
53,1,1,1,3,30569,0
54,1,1,1,3,5276,0
55,1,1,1,3,5110,0
56,1,1,1,3,43590,0
57,1,1,1,3,43258,0
58,1,1,3,3,39504,0
59,1,1,3,3,41895,0
60,1,1,1,3,38854,0
61,1,1,1,3,41244,0
62,1,1,1,3,43589,0
63,1,1,1,3,43257,0
64,1,1,3,3,39503,0
65,1,1,3,3,41894,0
66,1,1,1,3,38853,0
67,1,1,1,3,41245,0
68,1,1,1,3,15036,0
69,1,1,1,3,14870,0
70,1,1,1,3,37898,0
71,1,1,1,3,37732,0
72,1,1,3,3,35184,0
73,1,1,3,3,36715,0
74,1,1,1,3,34859,0
75,1,1,1,3,36390,0
76,1,1,1,3,53720,0
77,1,1,1,3,55586,0
78,1,1,3,3,53384,0
79,1,1,3,3,55250,0
80,1,1,1,3,53059,0
81,1,1,1,3,54925,0
82,1,1,1,3,30129,0
83,1,1,1,3,32686,0
84,1,1,3,3,29793,0
85,1,1,3,3,32350,0
86,1,1,1,3,29468,0
87,1,1,1,3,32025,0
88,1,1,4,4,25503,0
89,1,1,4,4,24166,0
90,1,1,3,4,22484,0
91,1,1,3,4,23515,0
92,1,1,4,4,25504,0
93,1,1,4,4,24167,0
94,1,1,4,4,18049,0
95,1,1,4,4,16712,0
96,1,1,3,4,14338,0
97,1,1,3,4,16061,0
98,1,1,4,4,18050,0
99,1,1,4,4,16713,0
100,1,1,1,4,22150,0
101,1,1,1,4,23181,0
102,1,1,1,4,14004,0
103,1,1,1,4,15727,0
104,1,1,4,5,30155,0
105,1,1,4,5,32712,0
106,1,1,1,5,28813,0
107,1,1,1,5,31360,0
108,1,1,4,5,35976,0
109,1,1,4,5,37514,0
110,1,1,1,5,35650,0
111,1,1,1,5,37178,0
112,1,1,4,5,40417,0
113,1,1,4,5,42808,0
114,1,1,1,5,40081,0
115,1,1,1,5,42472,0
116,1,1,4,5,4885,0
117,1,1,1,6,58740,0
118,1,1,1,6,58580,0
119,1,1,1,6,56351,0
120,1,1,1,6,57553,0
121,1,1,4,6,57140,0
122,1,1,4,6,58355,0
123,1,1,1,6,56814,0
124,1,1,1,6,58019,0
125,1,1,4,6,5680,0
