0,0,0
1,2,89
2,5,68
3,15,84
4,42,2
5,44,68
6,74,72
7,10,72
8,161,74
9,162,27
10,163,89
11,165,89
12,169,68
13,172,78
14,173,70
15,177,80
16,178,85
17,181,90
18,184,8
19,184,8
20,186,89
21,187,27
22,187,27
23,198,87
24,199,87
25,202,27
26,205,83
27,209,86
28,217,83
29,218,88
30,230,83
31,234,68
32,235,68
33,236,81
34,237,71
35,238,77
36,239,73
37,241,68
38,247,89
39,249,86
40,250,86
41,251,68
42,251,68
43,202,27
44,257,68
45,257,1
46,259,82
47,261,89
48,265,66
49,271,79
50,272,76
51,241,68
52,287,75
53,218,88
54,289,88
55,290,69
56,261,89
57,310,2
58,311,2
59,312,89
60,315,66
61,318,84
62,318,79
63,320,89
64,324,2
70,948,77
71,639,89
72,642,68
73,652,84
74,679,2
75,681,68
76,711,72
77,647,72
78,798,74
79,799,27
80,800,89
81,802,89
82,806,68
83,809,78
84,810,70
85,814,80
86,815,85
87,818,90
88,821,8
89,821,8
90,823,89
91,824,27
92,824,27
93,835,87
94,836,87
95,839,27
96,842,83
97,846,86
98,854,83
99,855,88
100,867,83
101,871,68
102,872,68
103,873,81
104,874,71
105,875,77
106,876,73
107,878,68
108,884,89
109,886,86
110,887,86
111,888,68
112,888,68
113,839,27
114,894,68
115,894,1
116,896,82
117,898,89
118,902,66
119,908,79
120,909,76
121,878,68
122,924,75
123,855,88
124,926,88
125,927,69
126,898,89
127,947,2
128,600,2
129,949,89
130,952,66
131,955,84
132,955,79
133,957,89
134,961,2
135,948,77
136,965,89
137,968,68
138,978,84
139,1005,2
140,1007,68
141,1037,72
142,973,72
143,1124,74
144,1125,27
145,1126,89
146,1128,89
147,1132,68
148,1135,78
149,1136,70
150,1140,80
151,1141,85
152,1144,90
153,1147,8
154,1147,8
155,1149,89
156,1150,27
157,1150,27
158,1161,87
159,1162,87
160,1165,27
161,1168,83
162,1172,86
163,1180,83
164,1181,88
165,1193,83
166,1197,68
167,1198,68
168,1199,81
169,1200,71
170,1201,77
171,1202,73
172,1204,68
173,1210,89
174,1212,86
175,1213,86
176,1214,68
177,1214,68
178,1165,27
179,1220,68
180,1220,1
181,1222,82
182,1224,89
183,1228,66
184,1234,79
185,1235,76
186,1204,68
187,1250,75
188,1181,88
189,1252,88
190,1253,69
191,1224,89
192,1273,2
193,1274,2
194,1275,89
195,1278,66
196,1281,84
197,1281,79
198,1283,89
199,1287,2
200,1312,3
201,1450,87
202,1474,2
203,1479,3
204,1528,2
205,1274,77
