0,0,0,0
1,39,0,61621
2,40,0,61621
3,41,0,59011
4,42,0,59011
5,96,0,61621
6,97,0,61621
7,98,0,59011
8,99,0,59011
9,153,0,61621
10,154,0,61621
11,155,0,59011
12,156,0,59011
13,210,0,61621
14,211,0,61621
15,212,0,59011
16,213,0,59011
17,267,0,61621
18,268,0,61621
19,269,0,59011
20,270,0,59011
21,296,0,61621
22,297,0,59011
23,345,0,61621
24,346,0,61621
25,347,0,59011
26,348,0,59011
27,463,0,61621
28,464,0,61621
29,465,0,59011
30,466,0,59011
31,467,0,59011
32,468,0,59011
33,598,0,61621
34,599,0,61621
35,600,0,59011
36,601,0,59011
37,602,0,59011
38,603,0,59011
39,733,0,61621
40,734,0,61621
41,735,0,59011
42,736,0,59011
43,737,0,59011
44,738,0,59011
45,868,0,61621
46,869,0,61621
47,870,0,59011
48,871,0,59011
49,872,0,59011
50,873,0,59011
51,1003,0,61621
52,1004,0,61621
53,1005,0,59011
54,1006,0,59011
55,1007,0,59011
56,1008,0,59011
57,1138,0,61621
58,1139,0,61621
59,1140,0,59011
60,1141,0,59011
61,1142,0,59011
62,1143,0,59011
63,1273,0,61621
64,1274,0,61621
65,1275,0,59011
66,1276,0,59011
67,1277,0,59011
68,1278,0,59011
69,1408,0,61621
70,1409,0,61621
71,1410,0,59011
72,1411,0,59011
73,1412,0,59011
74,1413,0,59011
75,1543,0,61621
76,1544,0,61621
77,1545,0,59011
78,1546,0,59011
79,1547,0,59011
80,1548,0,59011
81,1678,0,61621
82,1679,0,61621
83,1680,0,59011
84,1681,0,59011
85,1682,0,59011
86,1683,0,59011
87,1813,0,61621
88,1814,0,61621
89,1815,0,59011
90,1816,0,59011
91,1817,0,59011
92,1818,0,59011
93,1948,0,61621
94,1949,0,61621
95,1950,0,59011
96,1951,0,59011
97,1952,0,59011
98,1953,0,59011
99,2083,0,61621
100,2084,0,61621
101,2085,0,59011
102,2086,0,59011
103,2087,0,59011
104,2088,0,59011
105,2218,0,61621
106,2219,0,61621
107,2220,0,59011
108,2221,0,59011
109,2222,0,59011
110,2223,0,59011
111,2353,0,61621
112,2354,0,61621
113,2355,0,59011
114,2356,0,59011
115,2357,0,59011
116,2358,0,59011
117,2488,0,61621
118,2489,0,61621
119,2490,0,59011
120,2491,0,59011
121,2492,0,59011
122,2493,0,59011
123,2623,0,61621
124,2624,0,61621
125,2625,0,59011
126,2626,0,59011
127,2627,0,59011
128,2628,0,59011
129,2758,0,61621
130,2759,0,61621
131,2760,0,59011
132,2761,0,59011
133,2762,0,59011
134,2763,0,59011
135,2893,0,61621
136,2894,0,61621
137,2895,0,59011
138,2896,0,59011
139,2897,0,59011
140,2898,0,59011
141,3028,0,61621
142,3029,0,61621
143,3030,0,59011
144,3031,0,59011
145,3032,0,59011
146,3033,0,59011
147,3163,0,61621
148,3164,0,61621
149,3165,0,59011
150,3166,0,59011
151,3167,0,59011
152,3168,0,59011
153,3298,0,61621
154,3299,0,61621
155,3300,0,59011
156,3301,0,59011
157,3302,0,59011
158,3303,0,59011
159,3397,0,59011
160,3398,0,59011
161,3399,0,61621
162,3400,0,61621
163,3515,0,61621
164,3516,0,61621
165,3517,0,59011
166,3518,0,59011
167,3519,0,59011
168,3520,0,59011
169,3583,0,61621
170,3584,0,61621
171,3585,0,59011
172,3586,0,59011
173,3634,0,61621
174,3635,0,61621
175,3636,0,59011
176,3637,0,59011
177,3681,0,61621
178,3682,0,61621
179,3683,0,59011
180,3684,0,59011
181,3728,0,61621
182,3729,0,61621
183,3730,0,59011
184,3731,0,59011
185,3809,0,61621
186,3810,0,61621
187,3811,0,59011
188,3812,0,59011
189,3813,0,59011
190,3814,0,59011
191,3907,0,61621
192,3908,0,61621
193,3909,0,59011
194,3910,0,59011
195,3911,0,59011
196,3912,0,59011
197,4005,0,61621
198,4006,0,61621
199,4007,0,59011
200,4008,0,59011
201,4009,0,59011
202,4010,0,59011
203,4103,0,61621
204,4104,0,61621
205,4105,0,59011
206,4106,0,59011
207,4107,0,59011
208,4108,0,59011
209,4163,0,61621
210,4164,0,61621
211,4165,0,59011
212,4166,0,59011
213,4259,0,61621
214,4260,0,61621
215,4261,0,59011
216,4262,0,59011
217,4263,0,59011
218,4264,0,59011
219,4357,0,61621
220,4358,0,61621
221,4359,0,59011
222,4360,0,59011
223,4361,0,59011
224,4362,0,59011
225,4455,0,61621
226,4456,0,61621
227,4457,0,59011
228,4458,0,59011
229,4459,0,59011
230,4460,0,59011
231,4553,0,61621
232,4554,0,61621
233,4555,0,59011
234,4556,0,59011
235,4557,0,59011
236,4558,0,59011
237,4651,0,61621
238,4652,0,61621
239,4653,0,59011
240,4654,0,59011
241,4655,0,59011
242,4656,0,59011
243,4749,0,61621
244,4750,0,61621
245,4751,0,59011
246,4752,0,59011
247,4753,0,59011
248,4754,0,59011
249,4847,0,61621
250,4848,0,61621
251,4849,0,59011
252,4850,0,59011
253,4851,0,59011
254,4852,0,59011
255,4945,0,61621
256,4946,0,61621
257,4947,0,59011
258,4948,0,59011
259,4949,0,59011
260,4950,0,59011
261,5005,0,61621
262,5006,0,61621
263,5007,0,59011
264,5008,0,59011
265,5101,0,61621
266,5102,0,61621
267,5103,0,59011
