confident	about	に	自信（じしん）	b
curious	about	に	好奇心（こうきしん）	b
interested	in	に	興味（きょうみ）	b
popular	among	のあいだで	人気（にんき）	b
responsible	for	に	責任（せきにん）	b
motivated	by	によって	やる気（き）	b
