delayed			遅（おく）れ	g
broken			壊（こわ）れ	g
broken			割（わ）れ	g
broken			折（お）れ	g
concentrated			濃縮（のうしゅく）され	b
condensed			凝縮（ぎょうしゅく）され	b
wet			濡（ぬ）れ	g
swollen			腫（は）れ	g
cold			冷（ひ）え	g
