nervous	about	に	緊張（きんちょう）	b
pregnant			妊娠（にんしん）	b
dizzy			めまいが	f
nauseous			吐（は）き気（け）が	f
refreshed			さっぱり	f
relieved			ほっと	f
disappointed	with	に	がっかり	g
divorced			離婚（りこん）	g
married	to	と	結婚（けっこん）	g
engaged	to	と	婚約（こんやく）	g
excited	about	に	ワクワク	g
excited	about	に	興奮（こうふん）	g
impatient (annoyed)			イライラ	g
prepared			用意（ようい）	g
ready			用意（ようい）	g
surprised	at	に	びっくり	g
confused	about	に	混乱（こんらん）	g
confused	with	と	混同（こんどう）	g
independent	of	から	独立（どくりつ）	b
relaxed			リラックス	g
bored	with	に	退屈（たいくつ）（している）	g
