	would have	would have	would have		become						くなったことだろう
	would not have	would not have	would not have		become						くならなかったことだろう
	could have	could have	could have		been						かった可能性（かのうせい）がある
	could not have	could not have	could not have		been						かった可能性（かのうせい）はない
	could have	could have	could have		become						くなった可能性（かのうせい）がある
	could not have	could not have	could not have		become						くなった可能性（かのうせい）はない
	might have	might have	might have		been						かったかもしれなかった
	might not have	might not have	might not have		been						くなかったかもしれなかった
	might have	might have	might have		become						くなったかもしれなかった
	might not have	might not have	might not have		become						くならなかったかもしれなかった
