lazy			怠（まな）け	g
thin			やせ	g
tired	of	に	飽（あ）き	g
tired	from	で	疲（つか）れ	g
upset	with	に	うろたえ	g
conceited			うぬぼれ	g
fidgety (restless)			そわそわし	g
sulky			すね	g
used	to	に	慣（な）れ	g
