hot			暑（あつ）	g
warm			暖（あたた）か	g
cool			涼（すず）し	g
chilly			肌寒（はだざむ）	g
cold			寒（さむ）	g
light (bright)			明（あか）る	g
dim			薄暗（うすぐら）	g
dark			暗（くら）	g
