tasty			味（あじ）
itchy			痒（かゆ）み
shiny			光沢（こうたく）
drafty			隙間風（すきまかぜ）
smooth			艶（つや）
resilient			張（は）り
elegant			品（ひん）
filling			食（た）べ応（ごた）え
