0,0,0,0,0,0
1,1,1,1,191,2
2,1,1,1,1009,2
3,1,1,1,43732,2
4,1,1,1,44550,2
5,1,1,2,55199,2
6,1,1,2,55200,2
7,1,1,2,54175,2
8,1,1,2,54176,2
9,1,1,2,55201,2
10,1,1,2,55202,2
11,1,1,2,55174,2
12,1,1,2,55097,2
13,1,1,2,55203,2
14,1,1,2,55204,2
15,1,1,2,53995,2
16,1,1,2,53958,2
17,1,1,3,54177,2
18,1,1,3,54207,2
19,1,1,3,54057,2
20,1,1,3,54090,2
21,1,1,3,53927,2
22,1,1,3,53935,2
23,1,1,3,54140,2
24,1,1,3,54160,2
25,1,1,3,54140,2
26,1,1,3,54160,2
27,1,1,3,54115,2
28,1,1,3,54135,2
29,1,1,3,55113,2
30,1,1,3,55114,2
31,1,1,3,54203,2
32,1,1,3,54217,2
33,1,1,3,54087,2
34,1,1,3,54104,2
35,1,1,4,55197,2
36,1,1,4,55198,2
37,1,1,4,55197,2
38,1,1,4,55198,2
39,1,1,4,55109,2
40,1,1,4,55122,2
41,1,1,4,55109,2
42,1,1,4,55122,2
43,1,1,5,54078,2
44,1,1,5,54095,2
45,1,1,5,53937,2
46,1,1,5,54157,2
47,1,1,5,54162,2
48,1,1,5,54132,2
49,1,1,5,54137,2
50,1,1,6,54220,2
51,1,1,6,54234,2
52,1,1,6,54231,2
53,1,1,6,54236,2
54,1,1,6,53942,2
55,1,1,6,53946,2
56,1,1,6,54108,2
57,1,1,6,54112,2
58,2,1,1,191,2
59,2,1,1,1009,2
60,2,1,1,43732,2
61,2,1,1,44550,2
62,2,1,2,55199,2
63,2,1,2,55200,2
64,2,1,2,54175,2
65,2,1,2,54176,2
66,2,1,2,55201,2
67,2,1,2,55202,2
68,2,1,2,55174,2
69,2,1,2,55097,2
70,2,1,2,55203,2
71,2,1,2,55204,2
72,2,1,2,53995,2
73,2,1,2,53958,2
74,2,1,3,54177,2
75,2,1,3,54207,2
76,2,1,3,54057,2
77,2,1,3,54090,2
78,2,1,3,53927,2
79,2,1,3,53935,2
80,2,1,3,54140,2
81,2,1,3,54160,2
82,2,1,3,54140,2
83,2,1,3,54160,2
84,2,1,3,54115,2
85,2,1,3,54135,2
86,2,1,3,55113,2
87,2,1,3,55114,2
88,2,1,3,54203,2
89,2,1,3,54217,2
90,2,1,3,54087,2
91,2,1,3,54104,2
92,2,1,4,55197,2
93,2,1,4,55198,2
94,2,1,4,55197,2
95,2,1,4,55198,2
96,2,1,4,55109,2
97,2,1,4,55122,2
98,2,1,4,55109,2
99,2,1,4,55122,2
100,2,1,5,54078,2
101,2,1,5,54095,2
102,2,1,5,53937,2
103,2,1,5,54157,2
104,2,1,5,54162,2
105,2,1,5,54132,2
106,2,1,5,54137,2
107,2,1,6,54220,2
108,2,1,6,54234,2
109,2,1,6,54231,2
110,2,1,6,54236,2
111,2,1,6,53942,2
112,2,1,6,53946,2
113,2,1,6,54108,2
114,2,1,6,54112,2
115,3,1,1,191,2
116,3,1,1,1009,2
117,3,1,1,43732,2
118,3,1,1,44550,2
119,3,1,2,55199,2
120,3,1,2,55200,2
121,3,1,2,54175,2
122,3,1,2,54176,2
123,3,1,2,55201,2
124,3,1,2,55202,2
125,3,1,2,55174,2
126,3,1,2,55097,2
127,3,1,2,55203,2
128,3,1,2,55204,2
129,3,1,2,53995,2
130,3,1,2,53958,2
131,3,1,3,54177,2
132,3,1,3,54207,2
133,3,1,3,54057,2
134,3,1,3,54090,2
135,3,1,3,53927,2
136,3,1,3,53935,2
137,3,1,3,54140,2
138,3,1,3,54160,2
139,3,1,3,54140,2
140,3,1,3,54160,2
141,3,1,3,54115,2
142,3,1,3,54135,2
143,3,1,3,55113,2
144,3,1,3,55114,2
145,3,1,3,54203,2
146,3,1,3,54217,2
147,3,1,3,54087,2
148,3,1,3,54104,2
149,3,1,4,55197,2
150,3,1,4,55198,2
151,3,1,4,55197,2
152,3,1,4,55198,2
153,3,1,4,55109,2
154,3,1,4,55122,2
155,3,1,4,55109,2
156,3,1,4,55122,2
157,3,1,5,54078,2
158,3,1,5,54095,2
159,3,1,5,53937,2
160,3,1,5,54157,2
161,3,1,5,54162,2
162,3,1,5,54132,2
163,3,1,5,54137,2
164,3,1,6,54220,2
165,3,1,6,54234,2
166,3,1,6,54231,2
167,3,1,6,54236,2
168,3,1,6,53942,2
169,3,1,6,53946,2
170,3,1,6,54108,2
171,3,1,6,54112,2
172,4,1,1,191,2
173,4,1,1,1009,2
174,4,1,1,43732,2
175,4,1,1,44550,2
176,4,1,2,55199,2
177,4,1,2,55200,2
178,4,1,2,54175,2
179,4,1,2,54176,2
180,4,1,2,55201,2
181,4,1,2,55202,2
182,4,1,2,55174,2
183,4,1,2,55097,2
184,4,1,2,55203,2
185,4,1,2,55204,2
186,4,1,2,53995,2
187,4,1,2,53958,2
188,4,1,3,54177,2
189,4,1,3,54207,2
190,4,1,3,54057,2
191,4,1,3,54090,2
192,4,1,3,53927,2
193,4,1,3,53935,2
194,4,1,3,54140,2
195,4,1,3,54160,2
196,4,1,3,54140,2
197,4,1,3,54160,2
198,4,1,3,54115,2
199,4,1,3,54135,2
200,4,1,3,55113,2
201,4,1,3,55114,2
202,4,1,3,54203,2
203,4,1,3,54217,2
204,4,1,3,54087,2
205,4,1,3,54104,2
206,4,1,4,55197,2
207,4,1,4,55198,2
208,4,1,4,55197,2
209,4,1,4,55198,2
210,4,1,4,55109,2
211,4,1,4,55122,2
212,4,1,4,55109,2
213,4,1,4,55122,2
214,4,1,5,54078,2
215,4,1,5,54095,2
216,4,1,5,53937,2
217,4,1,5,54157,2
218,4,1,5,54162,2
219,4,1,5,54132,2
220,4,1,5,54137,2
221,4,1,6,54220,2
222,4,1,6,54234,2
223,4,1,6,54231,2
224,4,1,6,54236,2
225,4,1,6,53942,2
226,4,1,6,53946,2
227,4,1,6,54108,2
228,4,1,6,54112,2
229,5,1,1,191,2
230,5,1,1,1009,2
231,5,1,1,43732,2
232,5,1,1,44550,2
233,5,1,2,55199,2
234,5,1,2,55200,2
235,5,1,2,54175,2
236,5,1,2,54176,2
237,5,1,2,55201,2
238,5,1,2,55202,2
239,5,1,2,55174,2
240,5,1,2,55097,2
241,5,1,2,55203,2
242,5,1,2,55204,2
243,5,1,2,53995,2
244,5,1,2,53958,2
245,5,1,3,54177,2
246,5,1,3,54207,2
247,5,1,3,54057,2
248,5,1,3,54090,2
249,5,1,3,53927,2
250,5,1,3,53935,2
251,5,1,3,54140,2
252,5,1,3,54160,2
253,5,1,3,54140,2
254,5,1,3,54160,2
255,5,1,3,54115,2
256,5,1,3,54135,2
257,5,1,3,55113,2
258,5,1,3,55114,2
259,5,1,3,54203,2
260,5,1,3,54217,2
261,5,1,3,54087,2
262,5,1,3,54104,2
263,5,1,4,55197,2
264,5,1,4,55198,2
265,5,1,4,55197,2
266,5,1,4,55198,2
267,5,1,4,55109,2
268,5,1,4,55122,2
269,5,1,4,55109,2
270,5,1,4,55122,2
271,5,1,5,54078,2
272,5,1,5,54095,2
273,5,1,5,53937,2
274,5,1,5,54157,2
275,5,1,5,54162,2
276,5,1,5,54132,2
277,5,1,5,54137,2
278,5,1,6,54220,2
279,5,1,6,54234,2
280,5,1,6,54231,2
281,5,1,6,54236,2
282,5,1,6,53942,2
283,5,1,6,53946,2
284,5,1,6,54108,2
285,5,1,6,54112,2
286,6,1,1,191,2
287,6,1,1,43732,2
288,6,1,3,54177,2
289,6,1,3,54057,2
290,6,1,3,53927,2
291,6,1,3,54140,2
292,6,1,3,54140,2
293,6,1,3,54115,2
294,6,1,4,55197,2
295,6,1,4,55197,2
296,6,1,4,55197,2
297,6,1,4,55109,2
298,6,1,5,54078,2
299,6,1,5,53937,2
300,6,1,5,54157,2
301,6,1,5,54132,2
302,6,1,6,54220,2
303,6,1,6,54231,2
304,6,1,6,53942,2
305,6,1,6,53946,2
306,6,1,6,54108,2
307,7,1,1,191,2
308,7,1,1,1009,2
309,7,1,1,43732,2
310,7,1,1,44550,2
311,7,1,2,55199,2
312,7,1,2,55200,2
313,7,1,2,54175,2
314,7,1,2,54176,2
315,7,1,2,55201,2
316,7,1,2,55202,2
317,7,1,2,55174,2
318,7,1,2,55097,2
319,7,1,2,55203,2
320,7,1,2,55204,2
321,7,1,2,53995,2
322,7,1,2,53958,2
323,7,1,3,54177,2
324,7,1,3,54207,2
325,7,1,3,54057,2
326,7,1,3,54090,2
327,7,1,3,53927,2
328,7,1,3,53935,2
329,7,1,3,54140,2
330,7,1,3,54160,2
331,7,1,3,54140,2
332,7,1,3,54160,2
333,7,1,3,54115,2
334,7,1,3,54135,2
335,7,1,3,55113,2
336,7,1,3,55114,2
337,7,1,3,54203,2
338,7,1,3,54217,2
339,7,1,3,54087,2
340,7,1,3,54104,2
341,7,1,4,55197,2
342,7,1,4,55198,2
343,7,1,4,55197,2
344,7,1,4,55198,2
345,7,1,4,55109,2
346,7,1,4,55122,2
347,7,1,4,55109,2
348,7,1,4,55122,2
349,7,1,5,54078,2
350,7,1,5,54095,2
351,7,1,5,53937,2
352,7,1,5,54157,2
353,7,1,5,54162,2
354,7,1,5,54132,2
355,7,1,5,54137,2
356,7,1,6,54220,2
357,7,1,6,54234,2
358,7,1,6,54231,2
359,7,1,6,54236,2
360,7,1,6,53942,2
361,7,1,6,53946,2
362,7,1,6,54108,2
363,7,1,6,54112,2
364,8,1,1,191,1
365,8,1,1,1009,1
366,8,1,1,43732,1
367,8,1,1,44550,1
368,8,1,1,44,1
369,8,1,1,55213,1
370,8,1,1,53980,1
371,8,1,1,55094,1
372,8,1,1,595,1
373,8,1,1,55214,1
374,8,1,1,44136,1
375,8,1,1,55187,1
376,8,1,2,55199,1
377,8,1,2,55200,1
378,8,1,2,55206,1
379,8,1,2,55207,1
380,8,1,2,54175,1
381,8,1,2,54176,1
382,8,1,2,55183,1
383,8,1,2,55084,1
384,8,1,2,55208,1
385,8,1,2,55209,1
386,8,1,2,55181,1
387,8,1,2,55185,1
388,8,1,2,55092,1
389,8,1,2,55211,1
390,8,1,2,55212,1
391,8,1,2,55190,1
392,8,1,2,55085,1
393,8,1,2,55201,1
394,8,1,2,55202,1
395,8,1,2,55174,1
396,8,1,2,55097,1
397,8,1,2,55234,1
398,8,1,2,55215,1
399,8,1,2,55176,1
400,8,1,2,55099,1
401,8,1,2,55203,1
402,8,1,2,55204,1
