0,0,0,0,
1,1,1,58768,は
2,1,2,58791,は
3,1,2,58793,は
4,1,2,58794,は
5,1,3,58764,は
6,1,3,58777,は
7,1,2,58785,は
8,1,2,58786,は
9,2,3,58787,は
10,2,3,58782,は
11,2,3,58767,は
12,2,2,58783,は
13,2,2,58788,は
14,2,2,58784,は
