0,0,0,0,0,0,0,0
1,60399,0,0,0,0,0,0
2,59212,1,5403,1,0,0,0
3,61261,1,39196,0,0,0,0
4,60400,0,0,0,0,0,0
5,60130,0,0,0,0,0,0
6,60231,3,23417,0,0,0,0
7,60230,0,0,0,0,0,0
8,59061,0,0,0,0,0,0
9,60982,0,0,0,0,0,0
10,58968,1,4103,0,0,0,0
11,58961,3,4095,0,0,0,0
12,58814,3,105,0,0,0,0
13,58813,3,104,1,0,0,0
14,61910,1,53883,0,0,0,0
15,59252,1,5454,0,0,0,0
16,61163,1,35945,0,0,0,0
17,60336,1,25418,0,0,0,0
18,59836,1,13703,0,0,0,0
19,61546,1,39640,0,0,0,0
20,60101,1,23241,0,0,0,0
21,58891,3,2101,0,0,0,0
22,61339,1,39299,0,0,0,0
23,61643,1,39754,0,0,0,0
24,61496,1,39537,0,0,0,0
25,60587,1,35119,0,0,0,0
26,60077,1,23211,0,0,0,0
27,58889,0,0,0,0,0,0
28,58900,3,2116,0,0,0,0
29,58901,3,2118,0,0,0,0
30,60627,0,0,0,0,0,0
31,58910,3,2133,0,0,0,0
32,58911,3,2135,0,0,0,0
33,60939,0,0,0,0,0,0
34,60940,1,35621,0,0,0,0
35,60938,1,35618,0,0,0,0
36,60576,1,35105,0,0,0,0
37,60294,0,0,0,0,0,0
38,59167,1,5327,0,0,0,0
39,60942,0,0,0,0,0,0
40,61421,1,39432,0,0,0,0
41,58898,3,2112,0,0,0,0
42,60706,1,35262,0,0,0,0
43,58862,3,175,0,0,0,0
44,58876,0,0,0,0,0,0
45,58870,3,184,0,0,0,0
46,59829,1,13772,0,0,0,0
47,59122,1,4325,0,0,0,0
48,61497,0,0,0,0,0,0
49,61178,1,35963,1,0,0,0
50,60717,1,35279,0,0,0,0
51,59987,0,0,0,0,0,0
52,60178,0,0,0,0,0,0
53,61418,1,39424,0,0,0,0
54,60083,1,23217,0,0,0,0
55,61384,1,39369,0,0,0,0
56,60464,0,0,0,0,0,0
57,59756,1,13658,0,0,0,0
58,58887,0,0,0,0,0,0
59,59243,1,5445,0,0,0,0
60,61119,0,0,0,0,0,0
61,60815,1,35427,0,0,0,0
62,60652,3,35194,0,0,0,0
63,60244,3,25280,0,0,0,0
64,60058,1,23185,0,0,0,0
65,61419,1,39426,0,0,0,0
66,60200,3,23380,0,0,0,0
67,59578,1,11238,0,0,0,0
68,59374,0,0,0,0,0,0
69,61860,1,51310,0,0,0,0
70,59409,1,5685,0,0,0,0
71,59203,1,5390,0,0,0,0
72,59063,1,4239,0,0,0,0
73,59691,0,0,1,0,0,0
74,60841,1,35463,0,0,0,0
75,60687,0,0,0,0,0,0
76,61428,1,39440,0,0,0,0
77,61908,1,53879,0,0,0,0
78,59413,2,0,0,0,0,0
79,59074,1,4254,1,0,0,0
